index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
43,41847元/平米,福满山庄,129.04平米,3室2厅2卫,540万,南北,中层,精装修
44,44203元/平米,屿后北里,69平米,3室1厅1卫,305万,南北,低层,简装修
45,67857元/平米,天鹭大厦,140平米,3室2厅2卫,950万,西北,中层,中装修
46,37989元/平米,和光里,89.5平米,3室1厅1卫,340万,南北,中层,精装修
47,53313元/平米,万峰华庭,193.2平米,4室2厅2卫,1030万,南北,高层,简装修
48,46078元/平米,金龙花园,102平米,3室2厅2卫,470万,南北,低层,精装修
49,77170元/平米,山景叠院,155.5平米,3室2厅2卫,1200万,南北,低层,豪华装修
50,75115元/平米,鑫塔水尚,143.78平米,4室2厅3卫,1080万,东,低层,暂无
51,53256元/平米,裕康花园,86平米,2室2厅1卫,458万,南北,低层,简装修
52,118029元/平米,新景七星公馆,305.01平米,7室3厅4卫,3600万,南北,中层,毛坯
53,47309元/平米,罗宾森璀璨新城二期,47.56平米,1室1厅1卫,225万,东,中层,毛坯
54,67767元/平米,君临宝邸,103平米,2室2厅2卫,698万,东南,高层,精装修
55,35857元/平米,金鸡亭花园小区,75.3平米,2室1厅1卫,270万,南北,中层,简装修
56,65539元/平米,海晟棕蓝海,47.3平米,1室1厅1卫,310万,西南,高层,简装修
57,45588元/平米,育秀里,68平米,2室2厅1卫,310万,南北,中层,简装修
58,61111元/平米,鑫塔水尚,144平米,5室2厅3卫,880万,东,中层,暂无
59,82000元/平米,海峡国际天璟,245平米,4室2厅2卫,2009万,东南,高层,豪华装修
0,65331元/平米,海峡国际社区二期,206.64平米,4室2厅2卫,1350万,东南,低层,精装修
1,60114元/平米,世嘉花园,266.16平米,4室3厅2卫,1600万,东北,高层,毛坯
2,73813元/平米,鑫塔水尚,155.8平米,4室3厅3卫,1150万,东,低层,豪华装修
3,55873元/平米,源昌君悦山,157.5平米,3室2厅2卫,880万,南北,低层,简装修
4,75269元/平米,香港时代广场,93平米,3室2厅1卫,700万,南北,中层,中装修
5,54840元/平米,源通中心,54.34平米,1室1厅1卫,298万,西,高层,简装修
6,65007元/平米,罗宾森广场,128.91平米,3室2厅2卫,838万,东南,低层,简装修
7,40723元/平米,仙阁里,83平米,4室2厅2卫,338万,南北,高层,简装修
8,96589元/平米,云海山庄,331.3平米,5室3厅4卫,3200万,南,低层,精装修
9,63333元/平米,陶然北岸,150平米,3室2厅2卫,950万,南北,低层,精装修
10,48237元/平米,云顶至尊,269.5平米,4室2厅4卫,1300万,南北,高层,毛坯
11,50000元/平米,万寿万景公寓,82.8平米,3室2厅1卫,414万,南北,中层,中装修
12,45167元/平米,万禾春天,66.42平米,3室2厅1卫,300万,南北,低层,简装修
13,50030元/平米,检察院宿舍,101.54平米,3室2厅1卫,508万,东,中层,暂无
14,67287元/平米,海峡国际天璟,129平米,3室2厅2卫,868万,南北,高层,精装修
15,55924元/平米,泛华大厦,110.15平米,2室2厅1卫,616万,东南,高层,精装修
16,50214元/平米,中信惠扬,93.6平米,3室2厅1卫,470万,南北,中层,精装修
17,46790元/平米,嘉盛豪园,138.92平米,3室2厅2卫,650万,南北,中层,精装修
18,59189元/平米,万寿新城,74平米,3室2厅1卫,438万,南北,中层,中装修
19,66901元/平米,镇海花园,56.8平米,1室1厅1卫,380万,西,中层,中装修
20,42778元/平米,银龙广场,90平米,2室2厅1卫,385万,西北,中层,精装修
21,49080元/平米,槟榔西里,48.9平米,2室2厅1卫,240万,南北,低层,简装修
22,79282元/平米,英才商厦,47.93平米,2室2厅1卫,380万,北,中层,简装修
23,65061元/平米,海峡国际天璟,164平米,3室1厅2卫,1067万,南北,低层,精装修
24,35321元/平米,禹洲花园,109平米,3室2厅1卫,385万,南北,高层,简装修
25,115393元/平米,山景叠院,145.59平米,7室2厅2卫,1680万,南北,高层,精装修
26,51842元/平米,源昌君悦山,152平米,3室2厅2卫,788万,南北,低层,简装修
27,52703元/平米,华林花园三期,111平米,3室2厅2卫,585万,南北,中层,精装修
28,47800元/平米,英才商厦,100平米,4室2厅2卫,478万,东南,低层,豪华装修
29,46277元/平米,新港龙花园,94平米,3室2厅2卫,435万,南北,低层,精装修
30,79193元/平米,厦禾裕景,322平米,5室2厅4卫,2550万,南北,中层,精装修
31,44000元/平米,益泰大厦,50平米,2室1厅1卫,220万,东南,高层,精装修
32,56984元/平米,英皇湖畔花苑,126平米,3室2厅2卫,718万,南北,高层,简装修
33,49107元/平米,湖滨南路336-338号院,56平米,2室1厅1卫,275万,南北,中层,精装修
34,42991元/平米,龙山山庄,107平米,3室2厅1卫,460万,南北,高层,精装修
35,39091元/平米,浦南新村,55平米,1室1厅1卫,215万,南北,低层,精装修
36,59483元/平米,九龙城,58平米,2室1厅2卫,345万,东南,高层,中装修
37,65753元/平米,海洋新村,73平米,3室1厅1卫,480万,南北,中层,精装修
38,55584元/平米,摩登时代,77平米,3室2厅2卫,428万,北,高层,豪华装修
39,67367元/平米,斗西路政协宿舍,87.58平米,3室2厅1卫,590万,西南,高层,中装修
40,52915元/平米,林海阳光,105.83平米,3室2厅2卫,560万,西南,中层,豪华装修
41,46824元/平米,阳光百合,85平米,2室2厅1卫,398万,南北,高层,精装修
42,40000元/平米,明发国际新城,227平米,5室3厅4卫,908万,南北,高层,简装修
43,55427元/平米,松柏华庭,86.6平米,3室2厅2卫,480万,南北,低层,精装修
44,48165元/平米,乔康大厦,103.81平米,3室2厅2卫,500万,南北,低层,简装修
45,38636元/平米,岭兜小区,88平米,3室2厅1卫,340万,南北,中层,简装修
46,47115元/平米,米兰春天,52平米,暂无,245万,北,中层,简装修
47,40388元/平米,怡富花园,103平米,3室2厅1卫,416万,西北,中层,精装修
48,56990元/平米,万禾花园,89.49平米,3室2厅1卫,510万,南北,中层,简装修
49,64674元/平米,海峡国际社区二期,92平米,1室2厅1卫,595万,西南,中层,精装修
50,45315元/平米,华鸿花园,146.75平米,3室3厅3卫,665万,东西,高层,简装修
51,74257元/平米,海峡国际社区四期,101平米,2室2厅1卫,750万,南,高层,精装修
52,62738元/平米,瑞景公园,157.8平米,3室2厅2卫,990万,南北,低层,精装修
53,45433元/平米,嘉华里,63.39平米,2室1厅1卫,288万,南北,中层,简装修
54,40496元/平米,新港龙花园,121平米,3室2厅2卫,490万,南北,中层,精装修
55,48996元/平米,云顶至尊,279平米,4室2厅4卫,1367万,南北,中层,中装修
56,75346元/平米,新景中心二期,159平米,5室2厅3卫,1198万,南北,低层,精装修
57,65801元/平米,君临宝邸,167.17平米,4室2厅2卫,1100万,南北,中层,精装修
58,66589元/平米,汇丰家园,129平米,3室2厅2卫,859万,西南,中层,精装修
59,50416元/平米,阳台山公安局宿舍,85.29平米,3室2厅1卫,430万,南北,高层,中装修
0,66883元/平米,瑞景公园,154平米,3室2厅2卫,1030万,南北,高层,精装修
1,51429元/平米,枫丹雅苑,105平米,3室2厅2卫,540万,西南,中层,精装修
2,62738元/平米,瑞景公园,157.8平米,3室2厅2卫,990万,南北,低层,精装修
3,41192元/平米,嘉莲大厦,149.3平米,3室2厅2卫,615万,西北,中层,中装修
4,40976元/平米,文兴东三里,102.5平米,3室2厅1卫,420万,南北,中层,精装修
5,81194元/平米,新景七星公馆,280.81平米,5室2厅2卫,2280万,南北,低层,毛坯
6,47500元/平米,嘉禾花园,200平米,5室2厅3卫,950万,南北,高层,精装修
7,33001元/平米,和光里,78.18平米,2室1厅1卫,258万,南北,高层,简装修
8,50907元/平米,观海澜庭,143.4平米,4室2厅2卫,730万,南北,中层,精装修
9,50472元/平米,翡翠城,150.58平米,4室2厅2卫,760万,南北,低层,中装修
10,40727元/平米,建发花园二期,110平米,3室2厅2卫,448万,南北,中层,简装修
11,77658元/平米,海峡国际社区四期,167.4平米,3室2厅2卫,1300万,南北,中层,精装修
12,52891元/平米,海晟花园,128平米,3室2厅2卫,677万,南北,低层,简装修
13,57471元/平米,新莲花新龙山花园,95.7平米,2室2厅2卫,550万,南北,低层,精装修
14,33750元/平米,岳阳西里,80平米,3室2厅1卫,270万,南北,低层,简装修
15,44608元/平米,文兴东一里,51.56平米,1室1厅1卫,230万,南北,高层,中装修
16,67129元/平米,厦航别墅,186.21平米,4室2厅2卫,1250万,南,低层,中装修
17,45625元/平米,金龙花园,80平米,3室2厅2卫,365万,东北,低层,精装修
18,51110元/平米,永成大厦,107.61平米,3室2厅2卫,550万,南,高层,精装修
19,42276元/平米,莲花天伦花园,123平米,4室2厅1卫,520万,南北,低层,简装修
20,73469元/平米,阳光海岸别墅,245平米,5室2厅3卫,1800万,南,低层,中装修
21,44000元/平米,德馨大厦,100平米,2室2厅1卫,440万,北,中层,简装修
22,40800元/平米,前埔北区一里,100平米,3室2厅1卫,408万,南北,低层,简装修
23,58000元/平米,海湾新城,50平米,1室1厅1卫,290万,东,高层,中装修
24,48727元/平米,上古街10号,55平米,2室1厅1卫,268万,南北,中层,简装修
25,39000元/平米,店上东里,100平米,3室2厅1卫,390万,南北,高层,简装修
26,48759元/平米,太湖新城,137平米,3室2厅2卫,668万,南北,高层,精装修
27,39316元/平米,台亚大厦,117平米,3室2厅2卫,460万,东南,低层,毛坯
28,56049元/平米,恒通花园大厦,103.48平米,3室2厅1卫,580万,东北,中层,中装修
29,45294元/平米,新莲岳里,68平米,2室2厅1卫,308万,南北,高层,简装修
30,64136元/平米,恒达大厦,38.2平米,暂无,245万,东北,中层,简装修
31,39720元/平米,前埔北区二里,107平米,3室2厅2卫,425万,南北,低层,简装修
32,45977元/平米,前埔北区一里,95.7平米,3室1厅1卫,440万,南,中层,简装修
33,37745元/平米,岳阳西里,102平米,3室2厅1卫,385万,南北,低层,毛坯
34,79470元/平米,鹭江海景花园,151平米,4室2厅2卫,1200万,南北,高层,精装修
35,68344元/平米,瑞景公园,131.54平米,3室2厅2卫,899万,南北,低层,中装修
36,74001元/平米,东卉花园,141.89平米,3室2厅2卫,1050万,南北,中层,中装修
37,38409元/平米,莲坂西小区,88平米,3室2厅1卫,338万,南北,高层,简装修
38,90290元/平米,海峡国际社区三期,293.5平米,6室2厅3卫,2650万,东西,低层,精装修
39,71237元/平米,蓝湾国际,175.47平米,4室2厅2卫,1250万,南北,中层,精装修
40,39081元/平米,长青K小区,78.81平米,2室2厅1卫,308万,南北,中层,精装修
41,51250元/平米,外贸新村,64平米,2室1厅1卫,328万,南北,中层,简装修
42,84211元/平米,融景居,190平米,4室2厅2卫,1600万,南北,低层,简装修
43,62157元/平米,美仁宫大厦,120.34平米,3室2厅2卫,748万,东北,中层,精装修
44,48315元/平米,建群雅苑,89平米,2室2厅2卫,430万,南北,高层,简装修
45,48087元/平米,云顶至尊,269.51平米,4室2厅4卫,1296万,南北,高层,精装修
46,48127元/平米,厦港花园,76.88平米,2室2厅1卫,370万,南北,高层,精装修
47,54048元/平米,永升松柏中心,83.26平米,2室2厅1卫,450万,南北,中层,简装修
48,50000元/平米,盈翠里,68平米,2室2厅1卫,340万,南北,中层,精装修
49,84967元/平米,厦禾裕景,153平米,3室2厅1卫,1300万,南北,中层,精装修
50,77170元/平米,山景叠院,155.5平米,4室2厅2卫,1200万,南北,高层,豪华装修
51,64267元/平米,珍珠湾花园别墅,389平米,7室2厅4卫,2500万,南,低层,中装修
52,73126元/平米,鑫塔水尚,109.4平米,5室2厅2卫,800万,东,高层,暂无
53,55078元/平米,禾祥商城,128平米,3室2厅2卫,705万,南北,高层,简装修
54,44989元/平米,前埔北区一里,96.69平米,3室2厅1卫,435万,南北,高层,精装修
55,45692元/平米,国贸新城,84.26平米,2室2厅1卫,385万,南北,中层,精装修
56,91623元/平米,厦禾裕景,152.8平米,3室2厅1卫,1400万,南北,高层,精装修
57,42335元/平米,古楼北里,58.58平米,2室1厅1卫,248万,南北,低层,简装修
58,44586元/平米,侨福城,78.5平米,2室2厅1卫,350万,东,高层,暂无
59,64273元/平米,文园雅阁,82.15平米,2室2厅1卫,528万,西南,高层,简装修
0,38750元/平米,裕康花园,80平米,3室2厅1卫,310万,南北,高层,简装修
1,57348元/平米,怡祥大厦,139.5平米,3室2厅2卫,800万,西南,中层,简装修
2,32000元/平米,莲坂村,80平米,3室2厅1卫,256万,南北,高层,豪华装修
3,55958元/平米,鑫塔水尚,111.69平米,3室2厅1卫,625万,东,低层,暂无
4,55762元/平米,云顶至尊,269平米,4室2厅3卫,1500万,南北,中层,精装修
5,63665元/平米,京都骏景园,32.2平米,1室1厅1卫,205万,南北,中层,简装修
6,34673元/平米,怡富花园,121.13平米,3室2厅2卫,420万,南北,低层,简装修
7,87601元/平米,云海山庄,371平米,5室4厅5卫,3250万,南,低层,精装修
8,73337元/平米,厦禾裕景,321.8平米,5室2厅4卫,2360万,南北,低层,精装修
9,51678元/平米,富宇大厦,149平米,4室2厅2卫,770万,南,高层,精装修
10,68647元/平米,厦禾裕景,320.48平米,5室2厅4卫,2200万,南北,低层,豪华装修
11,60771元/平米,信和银湖天峰,44.1平米,暂无,268万,东,低层,精装修
12,47000元/平米,槟榔西里,50平米,2室1厅1卫,235万,南北,中层,中装修
13,49598元/平米,前埔北区一里,116.94平米,3室2厅2卫,580万,南北,高层,精装修
14,131429元/平米,名仕御园,175平米,5室3厅4卫,2300万,南北,低层,精装修
15,65765元/平米,南湖豪苑,147.19平米,3室2厅2卫,968万,南北,中层,简装修
16,48237元/平米,云顶至尊,269.5平米,4室2厅4卫,1300万,南北,高层,毛坯
17,90008元/平米,皇家御城,121.1平米,3室2厅2卫,1090万,南北,中层,豪华装修
18,69118元/平米,海峡国际天璟,136平米,3室2厅2卫,940万,南北,高层,豪华装修
19,65963元/平米,海峡国际天璟,109平米,3室2厅1卫,719万,西南,高层,精装修
20,91842元/平米,永年天墅,185.1平米,5室2厅2卫,1700万,南北,中层,简装修
21,50000元/平米,万寿万景公寓,82.8平米,3室2厅1卫,414万,南北,中层,中装修
22,36440元/平米,国贸新城,142.15平米,3室2厅2卫,518万,南北,低层,中装修
23,62396元/平米,英皇湖畔花苑,71.8平米,3室2厅1卫,448万,南北,中层,精装修
24,55087元/平米,新莲花新龙山花园,154.3平米,4室2厅3卫,850万,东,高层,暂无
25,40976元/平米,文兴东三里,102.5平米,3室2厅1卫,420万,南北,中层,精装修
26,65033元/平米,厦成海景花园,153平米,3室2厅2卫,995万,南北,中层,豪华装修
27,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
28,59126元/平米,名仕御园别墅,389平米,8室3厅5卫,2300万,东,低层,中装修
29,39744元/平米,美新广场,78平米,3室2厅2卫,310万,南北,低层,毛坯
30,69721元/平米,国贸春天,200.8平米,4室2厅3卫,1400万,东西,中层,精装修
31,41667元/平米,前埔南区店上西里,72平米,2室2厅1卫,300万,南北,低层,简装修
32,98713元/平米,吉祥家园,126.63平米,3室2厅2卫,1250万,东,中层,暂无
33,41387元/平米,侨旺大厦,120.81平米,3室2厅2卫,500万,南北,中层,精装修
34,50513元/平米,新景数码港,156平米,5室2厅3卫,788万,南北,低层,中装修
35,54583元/平米,江山帝景,194.2平米,3室2厅2卫,1060万,南北,高层,豪华装修
36,48727元/平米,上古街10号,55平米,2室1厅1卫,268万,南北,中层,简装修
37,64847元/平米,禹洲华侨海景城,138.48平米,4室2厅2卫,898万,西北,中层,精装修
38,57304元/平米,国源滨北国际,131.23平米,3室2厅2卫,752万,东南,高层,精装修
39,43478元/平米,文兴东二里,69平米,2室2厅1卫,300万,南北,高层,中装修
40,66667元/平米,源昌国际城二期,102平米,2室2厅2卫,680万,南,低层,精装修
41,102767元/平米,鼓浪屿老别墅,506平米,20室1厅9卫,5200万,南,低层,豪华装修
42,38418元/平米,金鸡亭花园小区,88.5平米,3室2厅1卫,340万,南北,高层,精装修
43,41941元/平米,福星商业中心,109.2平米,3室2厅2卫,458万,南北,中层,毛坯
44,61241元/平米,利华苑,146.96平米,4室2厅2卫,900万,北,高层,精装修
45,58275元/平米,罗宾森广场,128.7平米,3室2厅2卫,750万,西南,高层,精装修
46,65957元/平米,海峡国际天璟,94平米,2室2厅1卫,620万,南,低层,精装修
47,43137元/平米,华孚花园,51平米,2室1厅1卫,220万,南北,低层,精装修
48,41915元/平米,坑内路,62.03平米,2室1厅1卫,260万,南北,低层,中装修
49,40288元/平米,华林花园二期,116.66平米,3室2厅2卫,470万,南北,高层,精装修
50,69661元/平米,九龙城,50.1平米,2室2厅2卫,349万,南,高层,简装修
51,74534元/平米,厦禾裕景,322平米,5室2厅3卫,2400万,南北,低层,豪华装修
52,86932元/平米,福隆东方丽景,176平米,4室2厅2卫,1530万,南北,中层,简装修
53,40976元/平米,文兴东三里,102.5平米,3室2厅1卫,420万,南北,中层,精装修
54,40885元/平米,联丰瑞园,79.98平米,2室2厅1卫,327万,南北,高层,中装修
55,45040元/平米,古楼北里,74.6平米,2室2厅1卫,336万,南北,高层,精装修
56,38948元/平米,不见天,41.08平米,1室1厅1卫,160万,南北,高层,简装修
57,61475元/平米,鑫塔水尚,122平米,3室3厅3卫,750万,西,中层,精装修
58,40000元/平米,云顶花园,73平米,暂无,292万,南北,中层,简装修
59,71972元/平米,瑞丽花园,157.84平米,4室2厅2卫,1136万,南北,高层,精装修
0,36458元/平米,侨福城,96平米,3室2厅1卫,350万,南北,中层,精装修
1,42694元/平米,侨福城,105.4平米,3室2厅1卫,450万,南北,中层,精装修
2,48451元/平米,侨福城,90.4平米,2室2厅1卫,438万,南北,中层,简装修
3,50000元/平米,万科金域蓝湾,160平米,4室2厅2卫,800万,南北,低层,精装修
4,50000元/平米,博士新村,132平米,3室2厅2卫,660万,南北,低层,中装修
5,51969元/平米,京都骏景园,127平米,3室2厅2卫,660万,南北,高层,精装修
6,77063元/平米,国贸春天,164.8平米,3室2厅2卫,1270万,南北,中层,精装修
7,39629元/平米,石亭小区,95.89平米,3室2厅1卫,380万,南北,高层,中装修
8,58025元/平米,思明南路278,40.5平米,1室1厅1卫,235万,南北,高层,中装修
9,48947元/平米,海晟花园,95平米,3室2厅1卫,465万,南北,中层,中装修
10,63333元/平米,陶然北岸,150平米,3室2厅2卫,950万,南北,中层,精装修
11,65714元/平米,陶然北岸,175平米,5室2厅2卫,1150万,南北,高层,简装修
12,59750元/平米,源通中心,80平米,2室2厅1卫,478万,东南,高层,简装修
13,36752元/平米,台亚大厦,117平米,3室2厅2卫,430万,东南,中层,简装修
14,45709元/平米,新嘉园,41.13平米,暂无,188万,东,高层,暂无
15,45053元/平米,福津大街,95平米,3室2厅2卫,428万,南北,中层,精装修
16,55263元/平米,源通中心,38平米,1室1厅1卫,210万,南北,高层,中装修
17,50676元/平米,天湖花园,148平米,3室2厅2卫,750万,南北,高层,简装修
18,74528元/平米,南湖豪苑,53平米,1室1厅1卫,395万,西,低层,简装修
19,60825元/平米,碧湖豪庭,97平米,3室2厅1卫,590万,南北,中层,简装修
20,34490元/平米,莲花三村社区,98平米,3室2厅1卫,338万,南北,高层,精装修
21,48207元/平米,富山名士园,145平米,4室2厅3卫,699万,南北,中层,豪华装修
22,49281元/平米,瑞景新村,97.4平米,3室2厅2卫,480万,南北,高层,精装修
23,52859元/平米,裕盛园,104.05平米,3室2厅3卫,550万,西北,中层,简装修
24,51212元/平米,汇禾新城,58.58平米,2室2厅1卫,300万,东西,高层,简装修
25,54783元/平米,万泰东方,115平米,3室2厅2卫,630万,东南,中层,毛坯
26,49081元/平米,华林东盛花园二期,56.03平米,1室2厅1卫,275万,南北,中层,简装修
27,59701元/平米,水岸筼筜,87.1平米,2室2厅1卫,520万,南,高层,精装修
28,40397元/平米,宝龙中心二期,115.85平米,3室2厅2卫,468万,东南,低层,中装修
29,48996元/平米,云顶至尊,279平米,4室2厅4卫,1367万,南北,中层,简装修
30,74008元/平米,特房尊府,168.9平米,3室2厅3卫,1250万,南北,高层,精装修
31,70816元/平米,蓝湾国际,196平米,4室2厅2卫,1388万,南北,中层,精装修
32,89182元/平米,皇家御城,121.1平米,3室2厅2卫,1080万,南北,高层,精装修
33,48120元/平米,建达花园,66.5平米,3室1厅1卫,320万,南,低层,精装修
34,118029元/平米,新景七星公馆,305.01平米,5室3厅4卫,3600万,南北,中层,毛坯
35,52558元/平米,罗宾森广场,129平米,3室2厅2卫,678万,东南,低层,简装修
36,75161元/平米,亿力音乐花园,124.4平米,3室2厅2卫,935万,南北,中层,中装修
37,39865元/平米,岭兜小区,74平米,2室2厅1卫,295万,南北,高层,中装修
38,67045元/平米,斗西路政协宿舍,88平米,3室2厅1卫,590万,西南,高层,简装修
39,109471元/平米,新华城,162.6平米,3室2厅2卫,1780万,南北,低层,简装修
40,44468元/平米,莲花广场,94平米,3室2厅1卫,418万,南北,中层,精装修
41,54545元/平米,百源双玺,66平米,2室2厅1卫,360万,西北,低层,精装修
42,49587元/平米,文屏大厦,121平米,3室2厅2卫,600万,南北,低层,简装修
43,55785元/平米,罗宾森广场二期,123.33平米,3室2厅2卫,688万,西南,低层,毛坯
44,39629元/平米,石亭小区,95.89平米,3室2厅1卫,380万,南北,高层,中装修
45,45040元/平米,古楼北里,74.6平米,2室2厅1卫,336万,南北,高层,精装修
46,83468元/平米,特房尊府,185.7平米,4室2厅2卫,1550万,南北,高层,精装修
47,37384元/平米,源盛花园,78.91平米,2室2厅1卫,295万,北,高层,简装修
48,42335元/平米,古楼北里,58.58平米,2室1厅1卫,248万,南北,低层,简装修
49,85635元/平米,特房尊府,181平米,4室2厅2卫,1550万,暂无,高层,简装修
50,37917元/平米,莲花二村,72平米,2室2厅1卫,273万,南北,高层,精装修
51,68027元/平米,绿家园,147平米,4室2厅2卫,1000万,南北,高层,简装修
52,51894元/平米,南洋大厦,124.87平米,4室2厅2卫,648万,北,中层,精装修
53,40132元/平米,槟东公寓,76平米,2室2厅1卫,305万,南北,低层,精装修
54,44200元/平米,文兴东二里,82.58平米,3室2厅1卫,365万,南北,中层,简装修
55,40745元/平米,岭兜小区,68.72平米,2室2厅1卫,280万,南北,中层,中装修
0,39720元/平米,前埔北区二里,107平米,3室2厅2卫,425万,南北,低层,中装修
1,42619元/平米,文屏山庄,84平米,3室2厅1卫,358万,南北,中层,精装修
2,17073元/平米,都市新巢,41平米,1室1厅1卫,70万,西,高层,中装修
3,39688元/平米,石亭小区,70.55平米,2室1厅1卫,280万,南北,低层,简装修
4,115393元/平米,山景叠院,145.59平米,7室2厅2卫,1680万,南北,高层,精装修
5,49505元/平米,法院宿舍,101平米,3室2厅1卫,500万,南北,中层,精装修
6,38400元/平米,皓晖花园,125平米,3室2厅2卫,480万,东南,中层,简装修
7,42335元/平米,古楼北里,58.58平米,2室1厅1卫,248万,南北,低层,简装修
8,40307元/平米,华林花园二期,71.7平米,2室1厅1卫,289万,南北,高层,简装修
9,58228元/平米,新景世纪城A区,158平米,5室2厅3卫,920万,南北,低层,毛坯
10,50385元/平米,阳光百合,52平米,2室1厅1卫,262万,南,中层,精装修
11,41667元/平米,前埔南区店上西里,72平米,2室2厅1卫,300万,南北,低层,简装修
12,45444元/平米,聚祥广场,169平米,3室2厅2卫,768万,东,高层,暂无
13,95172元/平米,山景叠院,145平米,6室2厅3卫,1380万,南北,高层,精装修
14,66163元/平米,武夷嘉园,204.04平米,5室3厅3卫,1350万,东,低层,简装修
15,40276元/平米,店上东里,86.9平米,3室2厅1卫,350万,南北,高层,精装修
16,39002元/平米,古楼北里,53.33平米,暂无,208万,南北,高层,中装修
17,57229元/平米,万科金域蓝湾,166平米,4室2厅2卫,950万,南北,高层,中装修
18,77170元/平米,山景叠院,155.5平米,3室2厅2卫,1200万,南北,低层,豪华装修
19,58901元/平米,源昌君悦山,98.13平米,2室2厅1卫,578万,南,中层,精装修
20,45324元/平米,湖滨三里南,100.61平米,3室2厅2卫,456万,南北,低层,简装修
21,40268元/平米,嘉莲大厦,149平米,3室2厅2卫,600万,西北,中层,精装修
22,45000元/平米,惠祥花园,140平米,3室2厅2卫,630万,东西,高层,中装修
23,54694元/平米,裕盛园,49平米,2室1厅1卫,268万,西,高层,豪华装修
24,45878元/平米,云顶至尊,279平米,4室2厅4卫,1280万,南北,中层,毛坯
25,74133元/平米,厦门大学城,87.68平米,2室2厅1卫,650万,南北,中层,简装修
26,49600元/平米,惠祥花园,50平米,1室1厅1卫,248万,东,中层,简装修
27,42593元/平米,槟榔西里,54平米,2室1厅1卫,230万,东,高层,暂无
28,84466元/平米,鸿山小区二期,103平米,3室2厅1卫,870万,西南,高层,精装修
29,58400元/平米,水晶国际,140.41平米,6室3厅4卫,820万,南北,低层,毛坯
30,49206元/平米,中铁海曦,126平米,3室2厅2卫,620万,南北,低层,精装修
31,78035元/平米,巴厘香墅,173平米,4室3厅3卫,1350万,南,低层,精装修
32,36235元/平米,岳阳小区,85平米,3室1厅1卫,308万,南北,高层,精装修
33,65007元/平米,罗宾森广场,128.91平米,4室1厅2卫,838万,东南,低层,精装修
34,38310元/平米,联丰瑞园,126.6平米,3室2厅2卫,485万,南北,高层,精装修
35,68027元/平米,绿家园,147平米,4室2厅2卫,1000万,南北,高层,简装修
36,70223元/平米,厦禾裕景,320.41平米,5室2厅4卫,2250万,南北,低层,精装修
37,44563元/平米,裕康花园,105.02平米,4室2厅2卫,468万,南北,低层,豪华装修
38,55560元/平米,华瑞花园,120.23平米,3室2厅2卫,668万,南北,高层,精装修
39,52761元/平米,海豚湾小区,163平米,3室2厅2卫,860万,南北,中层,精装修
40,60577元/平米,四季阁,104平米,3室2厅2卫,630万,南北,中层,简装修
41,44780元/平米,银聚祥邸,357.3平米,3室2厅4卫,1600万,西南,低层,精装修
42,55882元/平米,珍珠湾花园,170平米,4室2厅2卫,950万,南北,低层,简装修
43,50030元/平米,检察院宿舍,101.54平米,3室2厅1卫,508万,东,中层,暂无
44,53595元/平米,民族路造船厂宿舍,153平米,暂无,820万,南北,中层,中装修
45,41000元/平米,前埔北区一里,100平米,3室2厅1卫,410万,南北,中层,精装修
46,47209元/平米,瑞景新村,97.44平米,3室2厅1卫,460万,南北,中层,中装修
47,47016元/平米,武夷花园,97.84平米,3室2厅1卫,460万,南北,中层,精装修
48,45882元/平米,育秀中心,170平米,3室2厅2卫,780万,西南,中层,豪华装修
49,45882元/平米,玫瑰园,85平米,2室2厅1卫,390万,东西,高层,精装修
50,36728元/平米,龙福花园,129.33平米,3室2厅2卫,475万,南北,高层,简装修
51,55319元/平米,珍珠湾花园,94平米,2室1厅1卫,520万,南北,中层,简装修
52,109467元/平米,新景七星公馆,169平米,4室2厅2卫,1850万,南北,高层,简装修
53,66972元/平米,海峡国际天璟,109平米,3室2厅1卫,730万,西南,中层,豪华装修
54,53793元/平米,鹭江新城四期,87平米,2室2厅1卫,468万,南北,低层,简装修
55,81081元/平米,金秋豪园,222平米,4室2厅3卫,1800万,南北,低层,中装修
56,63012元/平米,鲁能领秀城,158.7平米,3室2厅3卫,1000万,南北,高层,简装修
57,35934元/平米,金鸡亭花园小区,91平米,3室2厅1卫,327万,东南,低层,中装修
58,43342元/平米,嘉美花园,95.75平米,3室2厅1卫,415万,东,低层,暂无
0,35556元/平米,嘉华里,90平米,2室1厅1卫,320万,南北,高层,中装修
1,49187元/平米,育秀里,73.19平米,2室1厅1卫,360万,南北,中层,中装修
2,77640元/平米,厦禾裕景,322平米,5室2厅4卫,2500万,南北,中层,精装修
3,45882元/平米,玫瑰园,85平米,2室2厅1卫,390万,东西,高层,精装修
4,53965元/平米,博士金海豪园,157.51平米,4室2厅2卫,850万,南北,高层,精装修
5,51299元/平米,联邦广场,77平米,2室2厅1卫,395万,东南,高层,简装修
6,42335元/平米,古楼北里,58.58平米,2室1厅1卫,248万,南北,低层,中装修
7,56034元/平米,国贸金海岸,174平米,4室2厅2卫,975万,南北,高层,精装修
8,106545元/平米,新华城,131.4平米,3室2厅2卫,1400万,南北,高层,精装修
